,vid_name,labeled_SVO_ts,labeled_train_SVO_ts
172,s01e09_seg02_clip_11,[],[]
173,s01e09_seg02_clip_12,[],[]
174,s01e09_seg02_clip_13,[],[]
175,s01e09_seg02_clip_14,[],[]
176,s01e10_seg01_clip_00,[],[]
177,s01e10_seg01_clip_01,[],[]
178,s01e10_seg01_clip_02,[],[]
179,s01e10_seg02_clip_00,[],[]
180,s01e10_seg02_clip_01,[],[]
181,s01e10_seg02_clip_02,[],[]
182,s01e10_seg02_clip_03,[],[]
183,s01e10_seg02_clip_04,[],[]
184,s01e10_seg02_clip_05,[],[]
185,s01e10_seg02_clip_06,[],[]
186,s01e10_seg02_clip_07,[],[]
187,s01e10_seg02_clip_08,[],[]
188,s01e10_seg02_clip_09,[],[]
189,s01e10_seg02_clip_10,[],[]
190,s01e10_seg02_clip_11,[],[]
191,s01e10_seg02_clip_12,"[('Leonard', 'wear', 'a bathrobe'), ('Penny', 'arrive', 'the apartment'), ('Sheldon', 'see', 'Penny'), ('Sheldon', 'open', 'door'), ('Penny', 'stand', 'the doorway'), ('Sheldon', 'open', 'the front door')]","[(0, 9, 1), (2, 17, 0), (1, 19, 5), (1, 30, 0), (1, 30, 0), (1, 30, 0)]"
192,s01e10_seg02_clip_13,[],[]
193,s01e10_seg02_clip_14,"[('Penny', 'say', 'yeah')]","[(0, 2, 13)]"
194,s01e10_seg02_clip_15,"[('Penny', 'touch', 'arm'), ('Leonard', 'walk', ""out of the apartment's front door""), ('Penny', 'walk', ""out of the apartment's front door"")]","[(2, 20, 13), (0, 42, 0), (2, 42, 0)]"
195,s01e11_seg01_clip_00,[],[]
196,s01e11_seg01_clip_01,"[('Penny', 'hold', 'book'), ('Penny', 'talk', 'Leonard'), ('Penny', 'talk', 'Sheldon'), ('Sheldon', 'pick', 'pencil'), ('Sheldon', 'pick', 'binder')]","[(2, 41, 2), (1, 11, 2), (1, 11, 2), (1, 2, 2), (0, 33, 0)]"
197,s01e11_seg02_clip_00,"[('Leonard', 'refuse', 'Sheldon'), ('Sheldon', 'wear', 'robe')]","[(1, 9, 1), (1, 11, 7)]"
198,s01e11_seg02_clip_01,[],[]
199,s01e11_seg02_clip_02,"[('Sheldon', 'pick', 'the phone'), ('Sheldon', 'say', 'Ow'), ('Sheldon', 'call', 'Leonard'), ('Sheldon', 'say', 'oh dear god'), ('Leonard', 'leave', 'apartment'), ('Sheldon', 'drop', 'a blanket'), ('Leonard', 'leave', 'the apartment')]","[(1, 11, 8), (1, 29, 5), (0, 21, 0), (0, 21, 0), (0, 2, 1), (1, 11, 8), (1, 11, 8)]"
200,s01e11_seg02_clip_03,[],[]
201,s01e11_seg02_clip_04,"[('Sheldon', 'wear', 'scarf')]","[(1, 9, 1)]"
202,s01e11_seg02_clip_05,"[('Howard', 'get', 'out on the bed'), ('Sheldon', 'say', 'he is sick'), ('Howard', 'call', 'Leonard'), ('Leonard', 'hold', 'the phone')]","[(3, 17, 0), (3, 29, 5), (0, 41, 8), (3, 2, 13)]"
203,s01e11_seg02_clip_06,"[('Sheldon', 'blame', 'Amy'), ('Sheldon', 'get', 'sick'), ('Sheldon', 'talk', 'Amy'), ('Sheldon', 'get', 'sick'), ('Sheldon', 'blame', 'Amy'), ('Penny', 'push', 'Sheldon'), ('Howard', 'hold', 'a phone'), ('Howard', 'talk', 'in phone')]","[(1, 15, 5), (1, 17, 21), (1, 17, 21), (1, 15, 5), (2, 5, 5), (3, 41, 8), (1, 14, 10), (0, 14, 0)]"
204,s01e11_seg02_clip_07,"[('Penny', 'take', 'order book'), ('Penny', 'take', 'pen'), ('Penny', 'talk', 'Sheldon'), ('Sheldon', 'blow', 'his nose')]","[(2, 6, 2), (2, 6, 2), (1, 14, 10), (2, 42, 5)]"
205,s01e11_seg02_clip_08,"[('Howard', 'hold', 'a cup of soda'), ('Sheldon', 'hold', 'tissue'), ('Penny', 'call', 'Leonard')]","[(3, 41, 12), (1, 41, 13), (2, 29, 5)]"
206,s01e11_seg02_clip_09,"[('Howard', 'hold', 'a bucket of popcorn'), ('Leonard', 'wear', 'mask'), ('Leonard', 'talk', 'Penny'), ('Sheldon', 'hold', 'tissue'), ('Sheldon', 'walk', 'up the stair')]","[(3, 41, 12), (0, 9, 22), (1, 41, 13), (1, 42, 0), (2, 42, 0)]"
207,s01e11_seg02_clip_10,[],[]
208,s01e11_seg02_clip_11,"[('Raj', 'go', 'to the movies'), ('Howard', 'go', 'to the movies'), ('Leonard', 'go', 'to the movies'), ('Sheldon', 'get', 'sick'), ('Raj', 'wear', 'mask'), ('Howard', 'wear', 'mask'), ('Leonard', 'wear', 'mask'), ('Howard', 'hold', 'popcorn'), ('Sheldon', 'close', 'the door'), ('Sheldon', 'use', 'key'), ('Leonard', 'take', 'off mask'), ('Raj', 'take', 'off mask')]","[(1, 17, 21), (4, 9, 22), (3, 9, 22), (0, 9, 22), (3, 41, 12), (1, 33, 0), (0, 6, 22), (4, 6, 22), (3, 6, 22), (1, 30, 0), (4, 6, 22), (3, 6, 22)]"
209,s01e11_seg02_clip_12,"[('Leonard', 'bring', 'phone'), ('Leonard', 'sit', 'at the theater'), ('Howard', 'has', 'a bucket of popcorn'), ('Howard', 'sit', 'at the theater')]","[(0, 6, 8), (0, 14, 12), (3, 14, 12), (3, 2, 12)]"
210,s01e11_seg02_clip_13,"[('Sheldon', 'get', 'his vapor rub'), ('Penny', 'grab', 'the vapor rub')]","[(1, 17, 22), (2, 14, 0)]"
211,s01e11_seg02_clip_14,"[('Leonard', 'hold', 'a periscope'), ('Leonard', 'speak', 'Howard'), ('Raj', 'hold', 'computer'), ('Leonard', 'takl', 'on the front door'), ('Penny', 'sit', 'next to Sheldon')]","[(0, 41, 10), (4, 41, 8), (2, 14, 5), (3, 41, 8), (1, 28, 5)]"
212,s01e11_seg02_clip_15,"[('Howard', 'give', 'wireless mini cam'), ('Howard', 'give', 'BT headset')]","[(3, 31, 8), (3, 31, 8)]"
213,s01e11_seg02_clip_16,"[('Howard', 'look', 'a laptop'), ('Raj', 'look', 'a laptop'), ('Howard', 'give', 'direction')]","[(0, 17, 13), (0, 6, 8), (0, 17, 13)]"
214,s01e11_seg02_clip_17,"[('Penny', 'hand', 'Leonard'), ('Penny', 'hand', 'vicks vapor rub'), ('Sheldon', 'eat', 'a grilled cheese'), ('Sheldon', 'ask', 'Leonard'), ('Leonard', 'sit', 'on his couch'), ('Sheldon', 'sit', 'next to Leonard'), ('Sheldon', 'eat', 'sandwich'), ('Sheldon', 'wrap', 'in a blanket')]","[(2, 31, 5), (2, 31, 7), (1, 24, 12), (1, 28, 5), (0, 14, 0), (1, 14, 5), (1, 24, 12), (1, 28, 5)]"
215,s01e12_seg01_clip_00,"[('Sheldon', 'talk', 'Leonard'), ('Leonard', 'eat', 'Salad'), ('Leonard', 'sit', 'table')]","[(0, 24, 12), (0, 14, 10), (0, 24, 12)]"
216,s01e12_seg01_clip_01,"[('Boss', 'introduce', 'Dennis'), ('Sheldon', 'sit', 'table')]","[(1, 14, 10), (0, 14, 10)]"
217,s01e12_seg02_clip_00,"[('Dennis', 'enter', 'office'), ('Leonard', 'enter', 'office'), ('Leonard', 'talk', 'guy')]","[(0, 17, 0), (1, 14, 0), (0, 2, 13)]"
218,s01e12_seg02_clip_01,"[('Raj', 'eat', 'Chinese food'), ('Penny', 'eat', 'Chinese food'), ('Sheldon', 'win', 'Stevenson Award'), ('Penny', 'hug', 'Raj')]","[(4, 24, 12), (2, 24, 12), (1, 11, 10), (1, 42, 2)]"
219,s01e12_seg02_clip_02,"[('Leonard', 'put', 'food'), ('Penny', 'tell', 'Raj'), ('Howard', 'ask', 'Penny'), ('Leonard', 'get', 'up'), ('Leonard', 'tell', 'Sheldon'), ('Leonard', 'get', 'up')]","[(0, 2, 12), (3, 28, 5), (0, 2, 12), (3, 28, 5), (2, 31, 5), (3, 38, 13)]"
220,s01e12_seg02_clip_03,"[('Sheldon', 'wear', 'bathrobe'), ('Sheldon', 'talk', 'Leonard'), ('Leonard', 'work', 'computer'), ('Howard', 'say', 'Leonard'), ('Sheldon', 'enter', 'room')]","[(1, 9, 1), (1, 17, 0), (0, 30, 0), (0, 30, 8), (3, 41, 14)]"
221,s01e12_seg02_clip_04,[],[]
222,s01e12_seg02_clip_05,"[('Sheldon', 'walk', 'lab'), ('Howard', 'hold', 'bag')]","[(1, 42, 0), (3, 41, 1)]"
223,s01e12_seg02_clip_06,"[('Howard', 'wear', 'protective eye goggles'), ('Sheldon', 'pick', 'slip'), ('Sheldon', 'read', 'loud'), ('Howard', 'ask', 'Sheldon')]","[(3, 9, 12), (1, 11, 23), (1, 19, 10), (3, 28, 5)]"
224,s01e12_seg02_clip_07,"[('Raj', 'open', 'door'), ('Raj', 'tell', 'Sheldon'), ('Leonard', 'work', 'laptop'), ('Howard', 'sit', 'table'), ('Howard', 'converse', 'Sheldon'), ('Howard', 'enter', 'apartment'), ('Raj', 'enter', 'apartment')]","[(4, 30, 0), (3, 14, 10), (3, 17, 0), (4, 17, 0), (4, 0, 5), (3, 0, 5), (0, 0, 5)]"
225,s01e12_seg02_clip_08,"[('Sheldon', 'enter', 'apartment'), ('Sheldon', 'open', 'door'), ('Howard', 'remember', 'Dennis Palmeri'), ('Sheldon', 'enter', 'the apartment'), ('Sheldon', 'walk', 'apartment'), ('Sheldon', 'open', 'door'), ('Leonard', 'stand', 'up')]","[(1, 17, 0), (1, 30, 0), (1, 17, 0), (1, 42, 0), (1, 30, 0), (1, 30, 0), (1, 17, 0)]"
226,s01e12_seg02_clip_09,"[('Penny', 'close', 'door'), ('Howard', 'request', 'girl'), ('Howard', 'stand', 'at door'), ('Raj', 'stand', 'at door')]","[(2, 33, 0), (3, 28, 5), (2, 30, 0), (2, 33, 0)]"
227,s01e12_seg02_clip_10,[],[]
228,s01e12_seg02_clip_11,[],[]
229,s01e12_seg02_clip_12,"[('Howard', 'hold', 'cup'), ('Sheldon', 'walk', 'up'), ('Howard', 'hold', 'cup'), ('Sheldon', 'hold', 'food'), ('Sheldon', 'walk', 'up'), ('Howard', 'wear', 'disk'), ('Sheldon', 'hold', 'food'), ('Sheldon', 'walk', 'away')]","[(3, 41, 12), (3, 41, 12), (1, 41, 12), (3, 9, 19), (1, 41, 12), (1, 41, 12), (1, 42, 2), (1, 6, 12)]"
230,s01e12_seg02_clip_13,"[('Howard', 'hold', 'cup')]","[(3, 41, 12)]"
231,s01e12_seg02_clip_14,"[('Raj', 'talk', 'about a girl')]","[(3, 41, 12)]"
232,s01e12_seg02_clip_15,"[('Sheldon', 'give', 'speech')]","[(1, 31, 2)]"
233,s01e12_seg02_clip_16,"[('Sheldon', 'wear', 'shirt'), ('boys', 'walk', 'park')]","[(1, 9, 1), (3, 17, 10)]"
234,s01e13_seg01_clip_00,"[('Penny', 'hold', 'laptop'), ('Howard', 'hold', 'phone'), ('Howard', 'sit', 'couch'), ('Penny', 'walk', 'in the door'), ('Sheldon', 'hold', 'food'), ('Leonard', 'hold', 'food'), ('Raj', 'hold', 'food'), ('Howard', 'read', 'phone')]","[(2, 41, 8), (3, 41, 8), (3, 14, 0), (2, 42, 0), (1, 41, 12), (0, 41, 12), (4, 41, 12), (3, 19, 8)]"
235,s01e13_seg01_clip_01,"[('Raj', 'put', 'hand'), ('Sheldon', 'pick', 'Pizza'), ('Sheldon', 'sit', 'sofa'), ('Howard', 'wear', 'shirt'), ('Penny', 'sit', 'down'), ('Penny', 'sit', 'chair'), ('Penny', 'hold', 'hand')]","[(4, 2, 13), (1, 11, 12), (1, 14, 0), (3, 9, 1), (2, 14, 0), (2, 41, 13), (1, 14, 0)]"
236,s01e13_seg02_clip_00,"[('Howard', 'drink', 'bottle'), ('Howard', 'speak', 'Raj'), ('Raj', 'shake', 'head'), ('Raj', 'eat', 'lunch'), ('Sheldon', 'eat', 'lunch'), ('Leonard', 'eat', 'lunch'), ('Leonard', 'hold', 'tray'), ('Howard', 'hold', 'tray')]","[(3, 24, 12), (4, 38, 13), (4, 24, 12), (1, 24, 12), (0, 24, 12), (0, 41, 12), (3, 41, 12), (0, 6, 23)]"
237,s01e13_seg02_clip_01,"[('Raj', 'give', 'smile')]","[(4, 31, 21)]"
238,s01e13_seg02_clip_02,"[('Penny', 'ask', 'guys'), ('Leonard', 'throw', 'hand'), ('Leonard', 'throw', 'hand')]","[(2, 28, 5), (0, 8, 13), (0, 8, 13)]"
239,s01e13_seg02_clip_03,[],[]
240,s01e13_seg02_clip_04,"[('Sheldon', 'speak', 'Leonard'), ('Sheldon', 'take', 'fun'), ('Leonard', 'get', 'Sheldon a batman cookie jar'), ('Leonard', 'take', 'gift'), ('Leonard', 'leave', 'trash'), ('Sheldon', 'get', 'out of his chair')]","[(1, 6, 21), (0, 17, 12), (0, 6, 10), (0, 21, 1), (1, 17, 0), (0, 6, 10)]"
241,s01e13_seg02_clip_05,"[('Sheldon', 'pick', 'a batman statue'), ('Sheldon', 'eat', 'lunch'), ('Sheldon', 'read', 'book'), ('Sheldon', 'pick', 'Batman ststue'), ('Leonard', 'pick', 'phone'), ('Sheldon', 'read', 'book')]","[(1, 11, 2), (1, 24, 12), (1, 19, 2), (0, 11, 8), (1, 19, 2), (1, 24, 12)]"
242,s01e13_seg02_clip_06,[],[]
243,s01e13_seg02_clip_07,"[('Raj', 'hold', 'fork')]","[(4, 41, 14)]"
244,s01e13_seg02_clip_08,"[('Leslie', 'eat', 'lunch'), ('Leonard', 'ask', 'Leslie'), ('Leonard', 'tell', 'Leslie')]","[(5, 24, 12), (0, 28, 5), (0, 41, 13)]"
245,s01e13_seg02_clip_09,"[('Leonard', 'hold', 'shirt'), ('Penny', 'talk', 'Raj'), ('Penny', 'talk', 'Howard')]","[(0, 41, 1), (2, 28, 5), (1, 17, 0)]"
246,s01e13_seg02_clip_10,"[('Leonard', 'hand', 'shirt'), ('Leonard', 'give', 'shirt'), ('Leonard', 'give', 't-shirt'), ('Sheldon', 'give', 'dirty look')]","[(0, 31, 1), (0, 31, 1), (0, 31, 1), (1, 31, 13)]"
247,s01e13_seg02_clip_11,"[('Howard', 'jump', 'up')]","[(2, 17, 8)]"
248,s01e13_seg02_clip_12,[],[]
249,s01e13_seg02_clip_13,"[('Leonard', 'watch', 'Gablehouse')]","[(0, 6, 13)]"
250,s01e13_seg02_clip_14,"[('guy', 'listen', 'headphone'), ('Sheldon', 'sit', 'table'), ('Leonard', 'watch', 'Sheldon'), ('Leslie', 'watch', 'Sheldon')]","[(1, 14, 10), (0, 19, 5), (5, 19, 5), (1, 6, 13)]"
251,s01e13_seg02_clip_15,[],[]
252,s01e13_seg02_clip_16,"[('Leonard', 'talk', 'Sheldon'), ('Sheldon', 'eat', 'sandwich'), ('Sheldon', 'talk', 'Leonard'), ('Leonard', 'sit', 'couch'), ('Leonard', 'talk', 'Sheldon'), ('Penny', 'ask', 'Sheldon'), ('Penny', 'ask', 'Leonard'), ('Leonard', 'set', 'trophy'), ('Penny', 'ask', 'Leonard')]","[(1, 24, 12), (0, 14, 0), (2, 28, 5), (2, 28, 5), (2, 28, 5), (2, 28, 5), (0, 6, 12), (0, 40, 10), (2, 33, 0)]"
253,s01e13_seg02_clip_17,"[('Penny', 'read', 'question'), ('Sheldon', 'think', 'William Shatner'), ('Penny', 'ask', 'question'), ('Leonard', 'look', 'Sheldon'), ('Sheldon', 'look', 'Leonard'), ('Penny', 'ask', 'question'), ('Sheldon', 'look', 'Leonard'), ('Leonard', 'look', 'Sheldon')]","[(2, 19, 2), (2, 28, 2), (2, 28, 2), (0, 31, 2), (1, 31, 2), (1, 28, 5), (0, 28, 5), (2, 28, 2)]"
254,s01e14_seg01_clip_00,"[('Raj', 'drink', 'water'), ('Sheldon', 'complain', 'sandwich'), ('Raj', 'drink', 'Water'), ('Raj', 'join', 'Leonard'), ('Sheldon', 'join', 'Leonard'), ('Howard', 'join', 'Leonard'), ('Raj', 'drink', 'water')]","[(4, 24, 12), (4, 24, 12), (4, 23, 5), (1, 23, 5), (3, 23, 5), (4, 24, 12), (4, 2, 12)]"
255,s01e14_seg01_clip_01,"[('Leonard', 'shake', 'hand'), ('Raj', 'shake', 'hand'), ('Leonard', 'hold', 'paper')]","[(0, 38, 13), (4, 38, 13), (0, 41, 2)]"
256,s01e14_seg02_clip_00,[],[]
257,s01e14_seg02_clip_01,"[('Penny', 'ask', 'Leonard'), ('Leonard', 'tell', 'Penny'), ('Leonard', 'pull', 'the time machine'), ('Sheldon', 'pull', 'the time machine')]","[(2, 28, 5), (0, 40, 8), (1, 40, 8), (2, 42, 0)]"
258,s01e14_seg02_clip_02,"[('Leonard', 'ask', 'Raj'), ('Penny', 'get', 'a joke')]","[(0, 28, 5), (2, 17, 21)]"
259,s01e14_seg02_clip_03,[],[]
260,s01e14_seg02_clip_04,"[('Leonard', 'sit', 'down'), ('Leonard', 'push', 'Sheldon'), ('Leonard', 'sit', 'in')]","[(0, 5, 5), (0, 5, 5), (3, 41, 13)]"
261,s01e14_seg02_clip_05,"[('Leonard', 'pull', 'the lever'), ('Sheldon', 'run', 'around'), ('Leonard', 'pull', 'lever')]","[(0, 40, 10), (0, 40, 10), (3, 40, 10)]"
262,s01e14_seg02_clip_06,[],[]
263,s01e14_seg02_clip_07,"[('Penny', 'shut', 'the door')]","[(2, 37, 0)]"
264,s01e14_seg02_clip_08,"[('Leonard', 'sit', 'a time machine'), ('Sheldon', 'wear', 'a robe'), ('Sheldon', 'talk', 'Leonard'), ('Sheldon', 'ask', 'Leonard'), ('Leonard', 'sit', 'time machine'), ('Leonard', 'talk', 'Sheldon'), ('Leonard', 'give', 'smile')]","[(0, 14, 8), (1, 9, 1), (1, 28, 5), (0, 14, 8), (0, 31, 21), (0, 14, 8), (0, 2, 13)]"
265,s01e14_seg02_clip_09,"[('Sheldon', 'ask', 'Leonard')]","[(1, 28, 5)]"
266,s01e14_seg02_clip_10,"[('Howard', 'give', 'birth'), ('Leonard', 'open', 'elevator'), ('Leonard', 'take', 'Penny'), ('Leonard', 'open', 'door'), ('Leonard', 'open', 'door'), ('Leonard', 'open', 'elevator'), ('Leonard', 'hold', 'Penny')]","[(3, 31, 10), (0, 30, 0), (0, 6, 5), (0, 30, 0), (0, 30, 0), (0, 30, 0), (0, 41, 5)]"
267,s01e14_seg02_clip_11,"[('Leonard', 'sit', 'in'), ('Leonard', 'sit', 'a time machine'), ('Sheldon', 'wear', 'a robe'), ('Leonard', 'sit', 'on'), ('Sheldon', 'get', 'cash'), ('Penny', 'kiss', 'Leonard')]","[(0, 14, 8), (1, 9, 1), (1, 17, 3), (2, 26, 5), (0, 26, 5), (2, 26, 5)]"
268,s01e14_seg02_clip_12,"[('Leonard', 'throw', 'his hands'), ('Sheldon', 'carry', 'towel'), ('Leonard', 'throw', 'up')]","[(0, 8, 13), (1, 6, 7), (0, 2, 16)]"
269,s01e14_seg02_clip_13,"[('Leonard', 'put', 'box'), ('Raj', 'hold', 'an action figure'), ('Leonard', 'leave', 'with')]","[(0, 2, 2), (4, 41, 2), (0, 11, 2)]"
270,s01e14_seg02_clip_14,"[('Sheldon', 'hold', 'a sword'), ('Leonard', 'put', 'box'), ('Leonard', 'put', 'box'), ('Leonard', 'take', 'a rare action figure'), ('Penny', 'open', 'the door'), ('Penny', 'wear', 'a pink top'), ('Penny', 'open', 'door'), ('Leonard', 'take', 'the action figure package')]","[(0, 2, 2), (0, 2, 2), (0, 6, 2), (2, 30, 0), (2, 9, 1), (2, 30, 0), (0, 6, 2), (0, 41, 16)]"
271,s01e14_seg02_clip_15,"[('Leonard', 'pick', 'box'), ('Penny', 'kiss', 'Leonard'), ('Leonard', 'hold', 'an action figure')]","[(0, 11, 2), (2, 26, 5), (0, 41, 2)]"
272,s01e14_seg02_clip_16,[],[]
273,s01e15_seg01_clip_00,"[('Leonard', 'take', 'look'), ('Raj', 'take', 'look')]","[(0, 6, 23), (4, 6, 23)]"
274,s01e15_seg01_clip_01,"[('Howard', 'see', 'Sheldon'), ('Leonard', 'see', 'Sheldon'), ('Howard', 'shake', 'the hand of the women'), ('Leonard', 'take', 'a drink')]","[(3, 19, 5), (0, 19, 5), (3, 38, 5), (0, 6, 12)]"
275,s01e15_seg01_clip_02,[],[]
276,s01e15_seg02_clip_00,"[('Sheldon', 'give', 'message'), ('Missy', 'hold', 'envelope')]","[(1, 31, 9), (1, 21, 5)]"
277,s01e15_seg02_clip_01,[],[]
278,s01e15_seg02_clip_02,"[('Penny', 'hold', 'a pair of underwear')]","[(2, 41, 1)]"
279,s01e15_seg02_clip_03,"[('a women', 'sit', 'next'), ('Howard', 'pick', 'a women'), ('Raj', 'put', 'Howard'), ('Penny', 'hold', 'laundry')]","[(3, 11, 5), (4, 2, 5), (2, 41, 7), (2, 41, 1)]"
280,s01e15_seg02_clip_04,"[('Leonard', 'hold', 'knife'), ('Penny', 'talk', 'to')]","[(0, 41, 14), (2, 2, 12)]"
281,s01e15_seg02_clip_05,"[('Howard', 'ask', 'Leonard'), ('Leonard', 'tell', 'Howard'), ('Howard', 'sit', 'on')]","[(3, 28, 5), (2, 28, 5), (2, 28, 5)]"
282,s01e15_seg02_clip_06,"[('Raj', 'shake', 'hand'), ('Leonard', 'shut', 'door'), ('Sheldon', 'sit', 'onto')]","[(4, 38, 13), (0, 37, 0), (0, 33, 0)]"
283,s01e15_seg02_clip_07,"[('Sheldon', 'leave', 'the room'), ('Leonard', 'wear', 'Green'), ('Leonard', 'put', 'his hand'), ('Sheldon', 'leave', 'bedroom')]","[(1, 21, 0), (0, 2, 13), (1, 21, 0), (1, 30, 0)]"
284,s01e15_seg02_clip_08,"[('Leonard', 'leave', 'room')]","[(0, 21, 0)]"
285,s01e15_seg02_clip_09,"[('Howard', 'hold', 'bag'), ('Howard', 'close', 'refrigerator'), ('Sheldon', 'put', 'mayo')]","[(3, 41, 1), (3, 33, 8), (1, 2, 0)]"
286,s01e15_seg02_clip_10,"[('Missy', 'close', 'the door')]","[(1, 11, 12)]"
287,s01e15_seg02_clip_11,[],[]
288,s01e15_seg02_clip_12,[],[]
289,s01e15_seg02_clip_13,"[('Howard', 'take', 'bottle')]","[(3, 6, 12)]"
290,s01e15_seg02_clip_14,"[('Leonard', 'ask', 'Missy'), ('Leonard', 'ask', 'Missy'), ('Penny', 'open', 'door'), ('Leonard', 'knock', 'the door'), ('Penny', 'open', 'the door'), ('Leonard', 'ask', 'Sheldon'), ('Leonard', 'knock', 'on'), ('Leonard', 'ask', 'Penny')]","[(0, 28, 5), (0, 28, 5), (2, 30, 0), (0, 4, 0), (2, 30, 0), (0, 28, 5), (0, 28, 5), (0, 28, 5)]"
291,s01e15_seg02_clip_15,"[('Howard', 'hold', 'cane'), ('Missy', 'close', 'the door'), ('Raj', 'ask', 'Missy'), ('Raj', 'ask', 'Missy')]","[(3, 41, 12), (4, 28, 5), (4, 28, 5), (2, 29, 5)]"
292,s01e15_seg02_clip_16,[],[]
293,s01e15_seg02_clip_17,"[('Sheldon', 'shake', 'hand'), ('Sheldon', 'give', 'hug'), ('Sheldon', 'shake', 'hand')]","[(1, 38, 13), (1, 31, 21), (1, 38, 13)]"
294,s01e16_seg01_clip_00,"[('Raj', 'put', 'laptop'), ('Penny', 'ask', 'the group')]","[(4, 2, 8), (2, 28, 2)]"
295,s01e16_seg01_clip_01,"[('Penny', 'pour', 'coffee'), ('Penny', 'call', 'Sheldon'), ('Penny', 'pick', 'up'), ('Penny', 'pick', 'mug')]","[(2, 35, 12), (2, 29, 5), (2, 11, 12), (2, 17, 5)]"
296,s01e16_seg01_clip_02,"[('Howard', 'wear', 'red'), ('Penny', 'wear', 'a waitress uniform'), ('Howard', 'sit', 'in front of the table'), ('Leonard', 'sit', 'in front of the table'), ('Raj', 'sit', 'in front of the table')]","[(2, 9, 1), (3, 14, 0), (0, 14, 0), (4, 14, 0), (1, 14, 0)]"
297,s01e16_seg02_clip_00,"[('Penny', 'knock', 'on'), ('Sheldon', 'open', 'the door'), ('Penny', 'open', 'her apartment door')]","[(1, 30, 0), (2, 30, 0), (0, 21, 0)]"
298,s01e16_seg02_clip_01,[],[]
299,s01e16_seg02_clip_02,[],[]
300,s01e16_seg02_clip_03,"[('Sheldon', 'open', 'the door'), ('Raj', 'hold', 'a wrapped present'), ('Raj', 'have', 'presents'), ('Howard', 'visit', 'Penny'), ('Raj', 'get', 'Leonard'), ('Sheldon', 'put', 'bottles')]","[(1, 30, 0), (4, 41, 10), (3, 17, 5), (4, 17, 5), (1, 2, 12), (1, 11, 12)]"
301,s01e16_seg02_clip_04,[],[]
302,s01e16_seg02_clip_05,"[('Howard', 'take', 'Leonard'), ('Leonard', 'hold', 'a video game controller'), ('Leonard', 'take', 'drink'), (' Leonard', 'play', 'a video game'), ('Leonard', 'take', 'Howard'), ('Leonard', 'sit', 'in'), ('Howard', 'open', 'the door')]","[(3, 6, 5), (0, 41, 8), (0, 6, 12), (0, 6, 5), (3, 30, 0), (2, 31, 2), (2, 31, 5)]"
303,s01e16_seg02_clip_06,[],[]
304,s01e16_seg02_clip_07,"[('Raj', 'show', 'up'), ('Howard', 'eat', 'peanut'), ('Raj', 'open', 'the door'), ('Raj', 'carry', 'Groceries'), ('Raj', 'leave', 'unnoticed'), ('Howard', 'take', 'out')]","[(3, 24, 12), (4, 30, 0), (4, 6, 12), (4, 21, 21), (4, 33, 0), (3, 21, 5)]"
305,s01e16_seg02_clip_08,[],[]
306,s01e16_seg02_clip_09,"[('Penny', 'take', 'box'), ('Penny', 'take', 'a box'), ('Penny', 'take', 'a package')]","[(2, 6, 2), (2, 6, 2), (2, 6, 2)]"
307,s01e16_seg02_clip_10,"[('Sheldon', 'ask', 'man'), ('Howard', 'pull', 'cash')]","[(1, 28, 5), (3, 40, 3)]"
308,s01e16_seg02_clip_11,"[('Howard', 'take', 'phone'), ('Howard', 'call', 'Penny'), ('Howard', 'take', 'his phone')]","[(3, 6, 8), (3, 29, 5), (3, 6, 8)]"
309,s01e16_seg02_clip_12,"[('Howard', 'put', 'his cell phone'), ('Penny', 'put', 'her hand'), ('Howard', 'eat', 'food'), ('Howard', 'take', 'food')]","[(3, 2, 8), (2, 2, 13), (3, 24, 12), (3, 6, 12)]"
310,s01e16_seg02_clip_13,"[('Sheldon', 'leave', 'with')]","[(2, 41, 13)]"
311,s01e16_seg02_clip_14,"[('Leonard', 'arrive', 'home'), ('Howard', 'arrive', 'home')]","[(0, 17, 0), (3, 17, 0)]"
312,s01e16_seg02_clip_15,[],[]
313,s01e17_seg01_clip_00,"[('Howard', 'hold', 'book'), ('Howard', 'wear', 'a blue and red striped shirt'), ('Sheldon', 'wear', 'green'), ('Leonard', 'take', 'his sling bag'), ('Amy', 'open', 'the window'), ('Amy', 'throw', 'an ipod')]","[(3, 41, 2), (3, 9, 1), (0, 6, 1), (6, 30, 0), (6, 8, 8), (2, 8, 8)]"
314,s01e17_seg02_clip_00,"[('Sheldon', 'read', 'Introduction'), ('Sheldon', 'close', 'book'), ('Leonard', 'knock', 'a few times'), ('Raj', 'enter', 'through')]","[(1, 19, 2), (1, 33, 2), (4, 41, 8), (0, 28, 5)]"
315,s01e17_seg02_clip_01,"[('Sheldon', 'sit', 'on'), ('Raj', 'sit', 'down'), ('Leonard', 'sit', 'on'), ('Sheldon', 'hold', 'glass')]","[(1, 41, 12), (0, 21, 0), (0, 21, 0), (4, 41, 8)]"
316,s01e17_seg02_clip_02,[],[]
